"id_barrier","id_links","type","pass_u","pass_d","num","den","index","index_bl","d_index","source","lon","lat","geometry"
34,108,"dam",0,0,22629.3741517664,1258924.19830348,0.0179751681493306,0.0179718200055911,0.0186299647918884,"1",-570181.217999998,-1103311.461,c(-570181.217999998, -1103311.461)
35,109,"dam",0,0,22652.500773102,1258924.19830348,0.0179935382953385,0.0179718200055911,0.120846356910803,"1",-578513.811999999,-1104425.835,c(-578513.811999999, -1104425.835)
36,110,"dam",0,0,22628.5667616768,1258924.19830348,0.0179745268159679,0.0179718200055911,0.0150614149033905,"1",-582658.166999999,-1104917.895,c(-582658.166999999, -1104917.895)
37,111,"dam",0,0,22638.0260298305,1258924.19830348,0.0179820405869848,0.0179718200055911,0.0568700409335961,"1",-581138.670000002,-1104636.76,c(-581138.670000002, -1104636.76)
38,112,"dam",0,0,22646.5547420322,1258924.19830348,0.0179888151904226,0.0179718200055911,0.0945657414004829,"1",-574710.460000001,-1105839.4,c(-574710.460000001, -1105839.4)
40,113,"dam",0,0,22627.7891782751,1258924.19830348,0.0179739091589217,0.0179718200055911,0.011624606355587,"1",-568534.098999999,-1102538.483,c(-568534.098999999, -1102538.483)
41,114,"dam",0,0,22626.2217495905,1258924.19830348,0.0179726641048615,0.0179718200055911,0.00469679348059058,"1",-570869.535,-1103561.728,c(-570869.535, -1103561.728)
42,115,"dam",0,0,22635.0427112615,1258924.19830348,0.0179796708505281,0.0179718200055911,0.0436841952261605,"1",-572987.170000002,-1105940.591,c(-572987.170000002, -1105940.591)
43,116,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-577701.559999999,-1221376.49,c(-577701.559999999, -1221376.49)
44,117,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-568508.800000001,-1210037.34,c(-568508.800000001, -1210037.34)
45,118,"dam",0,0,22818.2829222812,1258924.19830348,0.0181252238641778,0.0179718200055911,0.853579985438127,"1",-573409.77,-1214809.67,c(-573409.77, -1214809.67)
46,119,"dam",0,0,22688.6226232749,1258924.19830348,0.0180222309284784,0.0179718200055911,0.280499820672614,"1",-575921.407000002,-1219657.066,c(-575921.407000002, -1219657.066)
47,120,"dam",0,0,23568.3645293447,1258924.19830348,0.0187210354373244,0.0179718200055911,4.16883449478227,"1",-563342.379999999,-1203815.87,c(-563342.379999999, -1203815.87)
48,121,"dam",0,0,23138.9441308384,1258924.19830348,0.0183799343614336,0.0179718200055911,2.27085712919184,"1",-578218.368000001,-1223948.942,c(-578218.368000001, -1223948.942)
49,122,"dam",0,0,24838.2970276052,1258924.19830348,0.0197297796492253,0.0179718200055911,9.78175634458393,"1",-568392.07370253,-1080375.42142405,c(-568392.07370253, -1080375.42142405)
51,123,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-567850.375,-1081446.803,c(-567850.375, -1081446.803)
52,124,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-568367.877999999,-1090270.655,c(-568367.877999999, -1090270.655)
53,125,"dam",0,0,22641.459848067,1258924.19830348,0.0179847681683921,0.0179718200055911,0.072047031391136,"1",-577832.23,-1086809.65,c(-577832.23, -1086809.65)
54,126,"dam",0,0,22627.294607846,1258924.19830348,0.0179735163072872,0.0179718200055911,0.00943867507854235,"1",-578119.206999999,-1079678.389,c(-578119.206999999, -1079678.389)
55,127,"dam",0,0,22651.5119656071,1258924.19830348,0.0179927528568695,0.0179718200055911,0.116475967775148,"1",-577507.237,-1074383.157,c(-577507.237, -1074383.157)
56,128,"dam",0,0,22634.3029223124,1258924.19830348,0.0179790832147116,0.0179718200055911,0.040414432807804,"1",-577049.346999999,-1077196.123,c(-577049.346999999, -1077196.123)
57,129,"dam",0,0,22626.0207190284,1258924.19830348,0.017972504420456,0.0179718200055911,0.00380826685705677,"1",-577818.510000002,-1080522.535,c(-577818.510000002, -1080522.535)
58,130,"dam",0,0,22630.7704886606,1258924.19830348,0.0179762773002201,0.0179718200055911,0.0248015761760591,"1",-578927.517000001,-1082701.58,c(-578927.517000001, -1082701.58)
59,131,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-579112.022,-1082918.259,c(-579112.022, -1082918.259)
