"id_barrier","id_links","type","pass_u","pass_d","num","den","index","index_bl","d_index","source","lon","lat","geometry"
64,135,"dam",1,1,20369.0452882322,1154635.04297332,0.0176411112863675,0.0176411112863675,0,"1",-578517.399999999,-1086775.048,c(-578517.399999999, -1086775.048)
65,136,"dam",0,0,20372.2804394589,1154635.04297332,0.0176439131684396,0.0176411112863675,0.0158826846368978,"1",-578099.776999999,-1081259.458,c(-578099.776999999, -1081259.458)
66,137,"dam",0,0,20369.7787246573,1154635.04297332,0.0176417464969733,0.0176411112863675,0.00360074031328095,"1",-577964.477000002,-1080850.929,c(-577964.477000002, -1080850.929)
67,138,"dam",0,0,20375.8057461407,1154635.04297332,0.0176469663467605,0.0176411112863675,0.0331898614432516,"1",-577869.471000001,-1077609.443,c(-577869.471000001, -1077609.443)
68,139,"dam",0,0,20372.0460624453,1154635.04297332,0.0176437101804782,0.0176411112863675,0.0147320317208317,"1",-579380.853999998,-1085105.373,c(-579380.853999998, -1085105.373)
69,140,"dam",0,0,20369.6792923877,1154635.04297332,0.0176416603812173,0.0176411112863675,0.00311258650810805,"1",-578171.670000002,-1080017.03,c(-578171.670000002, -1080017.03)
70,141,"dam",0,0,20375.2541410971,1154635.04297332,0.0176464886156827,0.0176411112863675,0.03048180598095,"1",-571197.760000002,-1087730.67,c(-571197.760000002, -1087730.67)
72,142,"dam",0,0,20405.1336358838,1154635.04297332,0.0176723664850307,0.0176411112863675,0.177172504361029,"1",-569440.888,-1088275.961,c(-569440.888, -1088275.961)
73,143,"dam",0,0,20402.8463889635,1154635.04297332,0.0176703855587335,0.0176411112863675,0.165943470854914,"1",-575031.467,-1088106.747,c(-575031.467, -1088106.747)
74,144,"dam",0,0,20388.2208228562,1154635.04297332,0.0176577187284686,0.0176411112863675,0.0941405664953158,"1",-573156.923,-1088180.792,c(-573156.923, -1088180.792)
75,145,"dam",0,0,20371.1327229539,1154635.04297332,0.0176429191604091,0.0176411112863675,0.0102480734473792,"1",-570020.182999998,-1087822.803,c(-570020.182999998, -1087822.803)
76,146,"dam",0,0,20414.9600002448,1154635.04297332,0.0176808768489079,0.0176411112863675,0.225414158410064,"1",-565510.682,-1082909.62,c(-565510.682, -1082909.62)
77,147,"dam",0,0,20379.2864397246,1154635.04297332,0.0176499808868138,0.0176411112863675,0.0502780142491048,"1",-565233.603,-1082263.354,c(-565233.603, -1082263.354)
78,148,"dam",1,1,20369.0452882322,1154635.04297332,0.0176411112863675,0.0176411112863675,0,"1",-565839.159000002,-1083496.072,c(-565839.159000002, -1083496.072)
79,149,"dam",1,1,20369.0452882322,1154635.04297332,0.0176411112863675,0.0176411112863675,0,"1",-566923.769000001,-1086088.768,c(-566923.769000001, -1086088.768)
80,150,"dam",1,1,20369.0452882322,1154635.04297332,0.0176411112863675,0.0176411112863675,0,"1",-565111.600000001,-1101556.403,c(-565111.600000001, -1101556.403)
81,151,"dam",1,1,20369.0452882322,1154635.04297332,0.0176411112863675,0.0176411112863675,0,"1",-565846.640999999,-1098473.986,c(-565846.640999999, -1098473.986)
83,152,"dam",0,0,20581.4503793,1154635.04297332,0.0178250699253855,0.0176411112863675,1.04278373415237,"1",-568032.101,-1092762.782,c(-568032.101, -1092762.782)
84,153,"dam",0,0,20401.2141585831,1154635.04297332,0.017668971925577,0.0176411112863675,0.157930182272474,"1",-567232.789999999,-1095616.837,c(-567232.789999999, -1095616.837)
85,154,"dam",0,0,20447.299980422,1154635.04297332,0.0177088856819794,0.0176411112863675,0.384184389020137,"1",-566832.258000001,-1096923.957,c(-566832.258000001, -1096923.957)
86,155,"dam",0,0,20370.870133869,1154635.04297332,0.0176426917386913,0.0176411112863675,0.00895891589895706,"1",-559132.967999998,-1074979.915,c(-559132.967999998, -1074979.915)
87,156,"dam",0,0,20391.461546726,1154635.04297332,0.0176605254368649,0.0176411112863675,0.11005060952364,"1",-562913.840999998,-1080518.245,c(-562913.840999998, -1080518.245)
